image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
img_00865.jpg,0.856142,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_00876.jpg,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000,0.005000
img_00889.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000
img_00894.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_00902.jpg,0.056773,0.005000,0.005000,0.005000,0.005000,0.005000,0.975243,0.005000
img_00914.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000
img_00921.jpg,0.241086,0.133443,0.103203,0.023822,0.098735,0.111112,0.095456,0.129936
img_00927.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000
img_00943.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_00948.jpg,0.005744,0.005000,0.005000,0.005000,0.879563,0.005000,0.005000,0.005000
img_00950.jpg,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000,0.005000
img_00959.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_00962.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000
img_00964.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000
img_00966.jpg,0.241086,0.133443,0.103203,0.023822,0.098735,0.111112,0.095456,0.129936
img_00974.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_00979.jpg,0.241086,0.133443,0.103203,0.023822,0.098735,0.111112,0.095456,0.129936
img_00982.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_00985.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.961554
img_00999.jpg,0.435281,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.164810
img_01022.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01031.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01035.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01043.jpg,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000,0.005000
img_01058.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01059.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01090.jpg,0.005000,0.005000,0.005000,0.005000,0.993507,0.005000,0.005000,0.005000
img_01102.jpg,0.241086,0.133443,0.103203,0.023822,0.098735,0.111112,0.095456,0.129936
img_01103.jpg,0.005424,0.960963,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01116.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01134.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01142.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01168.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01171.jpg,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000,0.005000
img_01177.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01179.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01188.jpg,0.241086,0.133443,0.103203,0.023822,0.098735,0.111112,0.095456,0.129936
img_01198.jpg,0.115880,0.005000,0.005000,0.005000,0.240923,0.005000,0.005000,0.005000
img_01204.jpg,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000,0.005000
img_01208.jpg,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000,0.005000
img_01211.jpg,0.908429,0.005000,0.005000,0.005000,0.011621,0.005000,0.005000,0.005000
img_01213.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01222.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01224.jpg,0.142763,0.005972,0.005000,0.005000,0.005000,0.111603,0.005000,0.183770
img_01237.jpg,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000,0.005000
img_01249.jpg,0.005000,0.005000,0.005000,0.005000,0.975652,0.005000,0.005000,0.005000
img_01253.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000
img_01286.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01289.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01325.jpg,0.012825,0.983089,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01328.jpg,0.965583,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01366.jpg,0.590486,0.005000,0.005000,0.005000,0.005000,0.019904,0.005000,0.005000
img_01371.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01373.jpg,0.985097,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01377.jpg,0.241086,0.133443,0.103203,0.023822,0.098735,0.111112,0.095456,0.129936
img_01379.jpg,0.241086,0.133443,0.103203,0.023822,0.098735,0.111112,0.095456,0.129936
img_01384.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01388.jpg,0.993729,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01392.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000
img_01399.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000
img_01404.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01405.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01413.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01426.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01431.jpg,0.241086,0.133443,0.103203,0.023822,0.098735,0.111112,0.095456,0.129936
img_01441.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000
img_01444.jpg,0.132638,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.566842
img_01490.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000
img_01495.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01505.jpg,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000,0.005000
img_01511.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01519.jpg,0.765315,0.005000,0.005000,0.005000,0.013388,0.005000,0.005000,0.005000
img_01530.jpg,0.487418,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01537.jpg,0.894710,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01538.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01541.jpg,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000,0.005000
img_01543.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01548.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01552.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01561.jpg,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000,0.005000
img_01562.jpg,0.181886,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.059351
img_01571.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01593.jpg,0.566002,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.032239
img_01595.jpg,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000,0.005000
img_01616.jpg,0.071831,0.005000,0.005000,0.005000,0.010041,0.005000,0.072731,0.005000
img_01618.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01627.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01632.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01633.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000
img_01640.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01646.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01647.jpg,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000,0.005000
img_01649.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01657.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000
img_01669.jpg,0.241086,0.133443,0.103203,0.023822,0.098735,0.111112,0.095456,0.129936
img_01673.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01681.jpg,0.085938,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01684.jpg,0.140345,0.008901,0.005673,0.005000,0.195998,0.005000,0.005000,0.005723
img_01685.jpg,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000,0.005000
img_01687.jpg,0.137045,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.352690
img_01688.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01689.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000
img_01716.jpg,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000,0.005000
img_01717.jpg,0.005000,0.005000,0.005000,0.005000,0.984677,0.005000,0.005000,0.005000
img_01724.jpg,0.991747,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01745.jpg,0.187389,0.037749,0.026397,0.005049,0.138660,0.015395,0.019513,0.030228
img_01771.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01773.jpg,0.017243,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.532361
img_01781.jpg,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000,0.005000
img_01782.jpg,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000,0.005000
img_01802.jpg,0.804662,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01803.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000
img_01824.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000
img_01825.jpg,0.005000,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01831.jpg,0.579449,0.005000,0.005000,0.005000,0.010261,0.006957,0.005000,0.024586
img_01834.jpg,0.241086,0.133443,0.103203,0.023822,0.098735,0.111112,0.095456,0.129936
img_01847.jpg,0.241086,0.133443,0.103203,0.023822,0.098735,0.111112,0.095456,0.129936
img_01853.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000
img_01856.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000
img_01860.jpg,0.943034,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01862.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01874.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01888.jpg,0.241086,0.133443,0.103203,0.023822,0.098735,0.111112,0.095456,0.129936
img_01918.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01930.jpg,0.045519,0.005000,0.005000,0.005000,0.643809,0.005000,0.005000,0.005000
img_01932.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01955.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000
img_01963.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01966.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01976.jpg,0.988192,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_01983.jpg,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000,0.005000
img_01984.jpg,0.023030,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.645449
img_01995.jpg,0.241086,0.133443,0.103203,0.023822,0.098735,0.111112,0.095456,0.129936
img_01996.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02001.jpg,0.069605,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.516313
img_02006.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02066.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02074.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02076.jpg,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000,0.005000
img_02077.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02078.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000
img_02082.jpg,0.005000,0.005000,0.005000,0.005000,0.005215,0.005000,0.005000,0.005000
img_02083.jpg,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000,0.005000
img_02096.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02119.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02124.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000,0.005000,0.005000
img_02135.jpg,0.005000,0.005000,0.005000,0.005000,0.955451,0.005000,0.005000,0.005000
img_02146.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02159.jpg,0.387379,0.008976,0.005000,0.005000,0.043013,0.023721,0.005000,0.054829
img_02172.jpg,0.991593,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02180.jpg,0.506617,0.005000,0.005000,0.005000,0.006357,0.030475,0.005000,0.025575
img_02188.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02194.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02209.jpg,0.009590,0.005000,0.005000,0.005000,0.005000,0.928582,0.005000,0.005000
img_02216.jpg,0.986175,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02231.jpg,0.046272,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02235.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02252.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02268.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02270.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02281.jpg,0.971176,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02282.jpg,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.995000
img_02285.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02291.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
img_02299.jpg,0.995000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000,0.005000
